date,sentiment_3class,tweet_count,avg_polarity,avg_text_len,avg_word_count
2009-04-06,Negative,351,-0.34499194233254843,75.42450142450143,14.418803418803419
2009-04-06,Neutral,638,0.00011264965709396577,56.327586206896555,10.67398119122257
2009-04-06,Positive,754,0.3994862549175484,77.90583554376659,14.919098143236074
2009-04-07,Negative,1642,-0.36103788394007275,75.67844092570037,14.439707673568819
2009-04-07,Neutral,3200,-4.4152348361953244e-05,57.6259375,10.8846875
2009-04-07,Positive,3692,0.4096368436178058,78.13705308775731,14.79469122426869
2009-04-17,Negative,245,-0.34369645556635353,75.59183673469387,14.616326530612245
2009-04-17,Neutral,532,0.00020711529228916464,58.471804511278194,10.975563909774436
2009-04-17,Positive,729,0.42851055721846654,76.46776406035666,14.489711934156379
2009-04-18,Negative,1908,-0.35182923032029184,74.33595387840671,14.194444444444445
2009-04-18,Neutral,4053,-5.2860306315639193e-05,54.97285961016531,10.413767579570688
2009-04-18,Positive,4736,0.4195559959293659,76.43982263513513,14.62795608108108
2009-04-19,Negative,2332,-0.3497252117275015,74.29845626072041,14.311749571183533
2009-04-19,Neutral,5301,0.00023498399814926192,55.0890398038106,10.450103754008678
2009-04-19,Positive,6158,0.4163213010725905,75.81227671321858,14.49236765183501
2009-04-20,Negative,1647,-0.3548531669936888,75.82149362477232,14.547662416514875
2009-04-20,Neutral,3494,2.956464199398526e-05,56.01545506582713,10.65140240412135
2009-04-20,Positive,4145,0.41402649878660586,76.80989143546441,14.63329312424608
2009-04-21,Negative,762,-0.3484019255477935,77.07349081364829,14.758530183727034
2009-04-21,Neutral,1590,0.00010656941735889762,59.247798742138365,11.213836477987421
2009-04-21,Positive,1915,0.41560213958418146,76.03812010443865,14.499738903394256
2009-05-01,Negative,717,-0.3574500190848113,73.70571827057182,14.220362622036262
2009-05-01,Neutral,1372,-2.024264875355553e-05,55.62172011661808,10.528425655976676
2009-05-01,Positive,1727,0.4244804895961041,76.07469600463232,14.409380428488708
2009-05-02,Negative,2352,-0.3551254483179609,74.62925170068027,14.351615646258503
2009-05-02,Neutral,5071,-9.988311992662707e-05,56.83750739499113,10.836718595937684
2009-05-02,Positive,6291,0.41488949162523564,76.26545859163885,14.583214115402956
2009-05-03,Negative,3134,-0.35546892440381644,75.31206126356095,14.49457562220804
2009-05-03,Neutral,6712,0.00017685736609923238,56.00864123957092,10.65196662693683
2009-05-03,Positive,7756,0.4124318865941857,76.25889633831872,14.5956678700361
2009-05-04,Negative,1330,-0.3591650630188503,76.38345864661655,14.70375939849624
2009-05-04,Neutral,2944,0.0002459156516800242,55.838315217391305,10.541779891304348
2009-05-04,Positive,3502,0.41038376035712,77.6927470017133,14.800970873786408
2009-05-09,Negative,1063,-0.3508709773853848,73.40357478833491,14.095954844778927
2009-05-09,Neutral,2151,-0.00016371971675282628,55.629474662947466,10.660622966062297
2009-05-09,Positive,2639,0.43534825998255966,75.79461917392952,14.490337248957939
2009-05-10,Negative,2117,-0.3567023860529328,75.17430325932924,14.478034955125176
2009-05-10,Neutral,4576,0.0003474406784758391,57.47049825174825,10.920891608391608
2009-05-10,Positive,6248,0.473060656633274,74.5624199743918,14.231914212548016
2009-05-11,Negative,377,-0.3541912749928269,76.95225464190982,14.904509283819628
2009-05-11,Neutral,748,6.038953905138732e-05,57.88770053475936,10.987967914438503
2009-05-11,Positive,916,0.41586239887897275,77.14410480349345,14.701965065502183
2009-05-13,Negative,385,-0.35089167972629826,72.83896103896105,13.761038961038961
2009-05-13,Neutral,809,0.000914788111558816,58.291718170580964,10.946847960444995
2009-05-13,Positive,846,0.41356294421963286,77.23522458628841,14.70094562647754
2009-05-14,Negative,1555,-0.3631847432007682,75.99485530546623,14.592282958199357
2009-05-14,Neutral,3366,0.00022091780895349677,58.51307189542484,11.119726678550208
2009-05-14,Positive,3723,0.4115684389477021,77.99516518936342,14.82245500940102
2009-05-16,Negative,837,-0.368295058897089,73.54480286738351,14.160095579450418
2009-05-16,Neutral,1704,3.734273671278522e-05,54.571596244131456,10.386737089201878
2009-05-16,Positive,2001,0.424674714623814,75.30834582708646,14.418790604697652
2009-05-17,Negative,3322,-0.34846331552762033,75.47411198073449,14.487658037326911
2009-05-17,Neutral,7594,3.2331988357466086e-05,56.30063207795628,10.669739267843035
2009-05-17,Positive,9405,0.42039109581857365,75.73567251461988,14.453907496012759
2009-05-18,Negative,3179,-0.35675618234256073,74.99653979238754,14.40610254797106
2009-05-18,Neutral,6757,0.0001299858735207629,58.34408761284594,11.074885304129051
2009-05-18,Positive,8304,0.4231433962688798,77.46013969171483,14.742413294797688
2009-05-21,Negative,134,-0.3702388302056604,75.98507462686567,14.73134328358209
2009-05-21,Neutral,194,-0.000509959685217417,61.365979381443296,11.72680412371134
2009-05-21,Positive,196,0.38809809357840286,80.75,15.474489795918368
2009-05-22,Negative,2081,-0.38013499553483077,74.03940413262855,14.306102835175396
2009-05-22,Neutral,2722,-0.00020860552996706313,60.36847905951506,11.639970609845701
2009-05-22,Positive,2094,0.3379396920896117,85.0334288443171,16.498089780324737
2009-05-23,Negative,16,-0.4075262160528274,70.6875,13.5625
2009-05-23,Neutral,12,0.006770833333333333,59.5,11.583333333333334
2009-05-23,Positive,13,0.3023143523143523,81.0,15.923076923076923
2009-05-25,Negative,4,-0.32569444444444445,72.5,14.25
2009-05-25,Neutral,23,-0.002761674718196457,71.30434782608695,14.695652173913043
2009-05-25,Positive,10,0.42374999999999996,88.5,17.5
2009-05-26,Negative,706,-0.3957229683907269,72.63031161473087,13.932011331444759
2009-05-26,Neutral,893,0.0003638602167087611,58.35162374020157,11.236282194848824
2009-05-26,Positive,627,0.3538346912145445,82.95534290271132,16.170653907496014
2009-05-27,Negative,58,-0.3726252923097616,77.46551724137932,15.03448275862069
2009-05-27,Neutral,76,-0.000741436925647452,62.39473684210526,11.855263157894736
2009-05-27,Positive,60,0.3792340998122248,78.5,15.283333333333333
2009-05-28,Negative,897,-0.3783404856015163,73.02787068004459,14.054626532887402
2009-05-28,Neutral,1241,4.867329035716455e-05,57.72280419016922,11.217566478646253
2009-05-28,Positive,932,0.34081429766888244,82.0343347639485,15.959227467811159
2009-05-29,Negative,4570,-0.37159123957740536,72.39737417943107,14.048796498905908
2009-05-29,Neutral,5985,1.8592181932738664e-05,58.34770258980785,11.351044277360067
2009-05-29,Positive,4472,0.3452824001575487,82.34302325581395,16.101744186046513
2009-05-30,Negative,1384,-0.3848893467886268,74.64956647398844,14.465317919075144
2009-05-30,Neutral,1821,2.179208968061252e-05,57.98407468423943,11.214168039538714
2009-05-30,Positive,1425,0.3404951904616207,84.0442105263158,16.385263157894737
